Entry Id,TÉMA,JMÉNO TEMATICKÉHO CELKU,JMÉNO ZPRACOVATELE,JMÉNO TÉMATICKÉHO CELKU / AKTIVITY,CÍL 1,CÍL 2,CÍL 3,ANOTACE,STUPEŇ,STUPEŇ,STUPEŇ,STUPEŇ,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,ČASOVÁ NÁROČNOST,PROSTŘEDÍ,PROSTŘEDÍ,POČET UČITELŮ NA REALIZACI,FYZICKÁ AKTIVITA,Připojit soubor,Připojit soubor,Poznámka pro nás:,Date Created,Created By,Last Updated,Updated By,IP Address,Last Page Accessed,Completion Status,url
101,Jídlo a svět,Ekotým,Markéta Pézlová,Rolování Ekotýmu,Žáci si rozdělí role v Ekotýmu na základě svých preferencí.,,,"Prostřednictvím této aktivity si žáci rozdělí role v Ekotýmu. Zamyslí se, jaké dovednosti jsou pro kterou roli důležité, vybírají vhodnou roli pro sebe i vhodné kandidáty pro další role. Pracují samostatně i ve skupině a při práci využívají připravené popisy rolí a motivační plakát.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,,,ekologie,,,,,,,,,,,,,,,,Jídlo a svět,Metodické rady / obecné modely,Ekotým,,,,,,,30 min,Uvnitř,,1,1,rolovn_ekotmu.pdf,plohy_rolovn_ekotmu.pdf,,2019-12-02 22:09:14,public,,,31.47.105.82,1,1,https://petra2018.wufoo.com/cabinet/2f87dead-7981-4b4c-8470-3a5b8ee834f1
102,Jídlo a svět,Ekotým,Markéta Pézlová,Co považuji za Skutečné jídlo?,"Žáci vyjádří, co si představují pod pojmem Skutečné jídlo.",,,"Žáci na základě ochutnávky jídel a komentářů k nim vytvoří společnou definici toho, co je podle nich Skutečné jídlo.",,,,SŠ,,,,,,,,,,,SŠ,,,,,,ekologie,občanská výchova,,,,,,,,,,,,,,,Jídlo a svět,,Ekotým,,,,,,,30 min,Uvnitř,,1,2,co_povauji_za_skuten_jdlo.pdf, ,"Aktivitu lze použít jako uvodní motivaci i jiným tématům: zdravá svačina, lokální strava, kvalitní potraviny, domácí zpracování, zodpovedný spotřebitel ",2019-12-05 23:04:16,public,2020-01-02 17:10:59,petra2018,31.47.105.82,1,1,https://petra2018.wufoo.com/cabinet/de8a09fa-03b9-4ff6-9003-5a522d8424c1
103,Jídlo a svět,Monitorování a vyhodnocování,Markéta Pézlová,Metoda PDCA,Žáci si osvojí cyklus PDCA.,,,"Metoda PDCA je metoda stálého koloběhu aktivit, které vedou k efektivnímu řešení jakéhokoliv problému.",,,Druhý stupeň ZŠ,SŠ,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,,,ekologie,občanská výchova,,,,,,,,,,,,,,,,Metodické rady / obecné modely,,,,Monitoring,,,,30 min,Uvnitř,,1,1,metoda_pdca.pdf, ,,2019-12-05 23:37:06,public,2020-01-02 17:13:23,petra2018,31.47.105.82,1,1,https://petra2018.wufoo.com/cabinet/e20b1f90-d3bd-4fbc-95de-0a0739198259
104,Odpady,Cesta výroby,Monika Olšáková,Cesta výroby - myšlenková mapa,"Žák zpracovává ústřední téma=PAPÍR/RECYKLOVANÝ PAPÍR, hledá nejdůležitější body, větví je a zároveň se drží  tématu.",Žák průběžně přehledně rozšiřuje a doplňuje téma PAPÍR A RECYKLOVANÝ PAPÍR.,,Žáci se zamyslí nad výrobou papíru běžným způsobem a formou recyklace.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,,,,čeština,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,Metodické rady / obecné modely,,,,,EVVO ve výuce,,,10 min,Uvnitř,Venku,1,1,mylenkov_mapa.pdf, ,Andrea,2019-12-14 19:05:30,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/fbb37193-dfd8-45e8-bf0b-9bef2d8640b9
105,Odpady,Cesta výroby,Monika Olšáková,Cesta výroby - I.N.S.E.R.T.,"Žák vyhledává a třídí informace v textu, označuje s pomocí značek.",Žák se s pomocí značek orientuje v textu a zapisuje podstatné informace k tématu.,Žák se s pomocí značek orientuje v textu a zapisuje podstatné informace k tématu.,"Žák analyzuje cyklus výroby výrobku z papíru a označí fáze, ve kterých vznikají odpady. Žák porovná cyklus výroby výrobku běžným způsobem a recyklací z hlediska množství použitých zdrojů a vzniklých odpadů.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,Metodické rady / obecné modely,,,,,EVVO ve výuce,,,30 min,Uvnitř,,1,1,cesta_vroby_papru_i.n.s.e.r.t..pdf, ,Andrea,2019-12-14 19:31:49,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/812116ae-5cdf-4ac8-9350-8ef7e6fdf921
106,Odpady,Jak na černé skládky,Monika Olšáková,Jak na černé skládky - srovnávání fotografií,Student hledá společné a rozdílné znaky fotografií. ,Student vyvozuje dopad černých skládek na přírodu.,"Student zvažuje, jaké výhody mají černé skládky pro společnost.",Student si uvědomí rozdíl mezi nakládáním s odpady v rozvojových a rozvinutých zemích. Student určí dopady jednotlivých typů skládek na přírodu a společnost. ,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,,,,,,,zeměpis,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,srovnvn_fotografi.pdf, ,Andrea,2019-12-14 19:47:02,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/336c1e97-d716-40d5-a562-473857860b85
107,Odpady,Jak na černé skládky,Monika Olšáková,Jak na černé skládky/Seznámení se s projektem a mobilní aplikací,Student se seznámí s projektem www.ZmapujTo.cz a s aplikací TrashOut. ,"Student vyhledá s pomocí interaktivní mapy skládky v okolí jeho bydliště, vytvoří si přehled nejčistších a nejšpinavějších míst v republice.",Student představí a prezentuje projekt ZmapujTo cílovým skupinám - veřejnost a zastupitelstvo.,Student se naučí pracovat s mobilní aplikací TrashOut sloužící k mapování černých skládek a sám sleduje a mapuje výskyt nových černých skládek. ,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,,přírodopis,,ekologie,občanská výchova,,,,,,zeměpis,Odpady,,,,,,,,,,,Analýza,,Monitoring,EVVO ve výuce,,,10 min,Uvnitř,Venku,1,1,jak_na_ern_skldky__seznmen_se_s_projektem_a_mobiln_aplikac.pdf, ,Andrea,2019-12-14 20:02:58,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/88736530-a73e-4c3d-a049-d4c1d88888d9
108,Odpady,Jak na černé skládky,Monika Olšáková,Jak na černé skládky/Akční plán a realizace,Student prochází a vyhodnocuje jednotlivé nápady na akční plán k realizaci výstavy.,Student prezentuje své nápady a diskutuje s ostatními spolužáky o jejich komentářích. ,,Hodnocení úspěšnosti naplánované akce vzhledem ke stanoveným cílům.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,občanská výchova,,,,,,zeměpis,Odpady,,,,,,,,,,,,Plán činností,,EVVO ve výuce,Informování a spolupráce,,45 min,Uvnitř,,1,1,akn_pln_a_realizace.pdf, ,Andrea,2019-12-14 20:24:10,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/3e59bec3-38cd-4440-8f3b-1347be7701ab
109,Odpady,Jak na černé skládky ,Monika Olšáková,Jak na černé skládky / Vyhodnocení dojmů z výstavy,Student vyhodnocuje postřehy a dojmy z akce.,,,Vyhodnocení reálných představ k vytvoření výstavy o skládkách.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,občanská výchova,,,,,,zeměpis,Odpady,,,,,,,,,,,,,Monitoring,EVVO ve výuce,Informování a spolupráce,,45 min,Uvnitř,,1,1,vyhodnocen_dojm_z_vstavy_a_jej_spnosti.pdf, ,Andrea,2019-12-14 20:34:05,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/cd8c21e4-0ac3-4d34-9645-bb6649a5738b
110,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,"Krajina ""S"" a ""BEZ"" / Volné psaní","Žák vyjadřuje myšlenky, souvislosti a rozvíjí slovní zásobu formou vět na téma Jak vypadá krajina.",,,"Žák se zamyslí nad krajinou, ve které mu je dobře a popíše volný proud myšlenek, které mu na toto téma plynou.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,,,čeština,,,přírodopis,,ekologie,,,,,,,,Odpady,,,,,,,,,,,Analýza,,,EVVO ve výuce,,,10 min,Uvnitř,Venku,1,1,voln_psan.pdf, ,Andrea,2019-12-14 20:50:59,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/5e4841fc-7dfd-4e9d-b77a-8a79d128df9a
111,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,"Krajina ""S"" a ""BEZ"" / Kontrast krajin",Žák kultivuje své pocity ve vztahu ke krajině.,"Žák vyjadřuje rozdíly v tom, jak působí krajina s odpady a krajina bez odpadů.  ",,V této aktivitě dochází ke kontrastu oblíbené krajiny a krajiny se skládkou. Žák vnímá prostředí a popíše rozdíly mezi těmito krajinami.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,,zeměpis,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,Monitoring,EVVO ve výuce,,,30 min,Uvnitř,,1,1,pro_je_mi_prv_tady_dobe.pdf, ,Andrea,2019-12-14 21:20:57,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/09cdade4-f0cc-412c-a45c-aac2f6b6a545
112,Odpady,"Krajina ""S"" a ""BEZ"" ",Monika Olšáková,"Krajina ""S"" a ""BEZ"" / Jak vypadá krajina, ve kterém se cítím dobře","Žák formuluje slova a věty, rozvíjí slovní zásobu.","Žák rozvíjí fantazii, formuluje myšlenky.",,"Žák si uvědomí, jak vypadá krajina, v níž se cítí dobře, a které faktory to způsobují. ",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,,zeměpis,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,Analýza,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,jak_vypad_krajina_ve_kter_se_ctm_dobe__voln_psan.pdf, ,Andrea,2019-12-14 21:50:38,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/d3be78db-1d62-4e74-bbc2-e132546b7a55
113,Odpady,Plasty všude kolem nás,Monika Olšáková,Plasty všude kolem nás / Detektivní zjišťování informací_plasty,Student zjistí způsoby recyklace výrobků vybraných druhů plastických hmot a prezentuje je spolužákům.  ,Student zjišťuje informace od ostatních a předává je domovské skupině.,,"Studenti zjišťují způsoby recyklace jednotlivých typů plastů. Informace se dozvídají od spolužáků, kteří si je předem ze získaných textů nastudovali. Na základě zjištěných informací skupiny studentů vytvoří osvětový plakát o recyklaci jednotlivých plastů a prezentují jej ostatním.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,,,,ekologie,,chemie,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,detektivn_zjiovn_informac.pdf, ,Andrea,2019-12-14 22:23:27,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/a4984f3f-29bb-4b32-b148-4ffc1a617cb3
114,Odpady,Plasty všude kolem nás,Monika Olšáková,Plasty všude kolem nás / Detektivní zjišťování informací_plasty,Student zjistí způsoby recyklace výrobků vybraných druhů plastických hmot a prezentuje je spolužákům.  ,Student zjišťuje informace od ostatních a předává je domovské skupině.,,"Studenti zjišťují způsoby recyklace jednotlivých typů plastů. Informace se dozvídají od spolužáků, kteří si je předem ze získaných textů nastudovali. Na základě zjištěných informací skupiny studentů vytvoří osvětový plakát o recyklaci jednotlivých plastů a prezentují jej ostatním.",,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,čeština,,biologie,přírodopis,,ekologie,,chemie,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,detektivn_zjiovn_informac.pdf, ,Andrea - nově upravené,2019-12-14 22:28:32,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/130c9204-e167-4e60-a8fd-0cd1a3d72cd2
115,Doprava,Alternativní a fosilní paliva ,Ivona Smrčková ,Alternativní a fosilní paliva ,Žák se seznámí s různými druhy alternativních paliv včetně jejich stručných charakteristik.,Žák posoudí jejich výhody a nevýhody a vyvodí jejich potenciál pro využití v budoucnu.,Žák pochopí pojem „životní cyklus výrobku“.,Žáci vytvoří krátkou prezentaci  informacík jednotlivým druhům paliv. Seřadí paliva podle jejich možnosti využití v budoucnu.,,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,,chemie,,,,,zeměpis,,,,,Doprava,,,,,,,Analýza,Plán činností,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,alternativni_a_fosilni_paliva.pdf, ,,2019-12-17 15:15:02,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/15954189-a576-45f8-ba28-901e4284d7f7
116,Doprava,Asfaltování krajiny v našem okolí,Ivona Smrčková ,Asfaltování krajiny v našem okolí,"Žák si uvědomí vývoj dopravní infrastrukturyv posledních letech ve svém okolí, porovná rozsah půdy zabrané dopravními stavbami se známou plochou jiného určení.","Žák se naučí pracovat s mapou, používá legendu a měřítko mapy.",Žák zformuluje svůj postoj k současnému stavu dopravní infrastruktury v obci.,"Žáci porovnají různě staré mapy stejného území a zakreslí změny (nové dopravní i jiné stavby). Vypočítají plochy zastavěné dopravními a jinými stavbami a porovnají je. V článku vyhledají nejdůležitější dopady dopravních staveb na přírodu. V reﬂexi žáci navrhnou novou dopravní stavbu, kterou považují za důležitou pro jejich obec.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,matematika,,,,ekologie,občanská výchova,,,,,,zeměpis,,,,,Doprava,,,,,,,Analýza,Plán činností,Monitoring,EVVO ve výuce,,,45 min,Uvnitř,Venku,1,2,asfaltovn_krajiny.pdf, ,,2019-12-17 15:20:48,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/bdda53f8-be04-42ae-93d5-2f281dc81320
117,Doprava,Biopaliva,Ivona Smrčková ,Biopaliva,Žák se seznámí s různými druhy biopaliv včetně jejich stručných charakteristik.,"Žák posoudí argumenty, které podporují nebo odmítají jejich využití.",Žák si zformuluje si vlastní názor na toto kontroverzní téma.,Žáci si navzájem představí výhody a nevýhody bionafty a etanolu. Žáci formulují své postoje k biopalivům a argumentují v diskuzi. Při diskuzi dodržují stanovená pravidla.,,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,přírodopis,,ekologie,,chemie,,,,,zeměpis,,,,,Doprava,,,,,,,Analýza,Plán činností,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,biopaliva.pdf,biopaliva__ploha.pdf,,2019-12-17 15:58:37,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/1fd64e23-469e-4a84-b370-ecfd910ef081
118,Doprava,Dopravní průzkum ve třídě ,Ivona Smrčková ,Dopravní průzkum ve třídě ,Žák posoudí výhody a nevýhody jednotlivých způsobů dopravy.,Žák přehodnotí způsob dopravy do školy a na delší vzdálenosti.,,Žáci porovnají různé způsoby dopravy z více hledisek a zapíší si jejich výhody a nevýhody ze svého pohledu i z pohledu ostatních.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,,prvouka,,přírodověda,,,,,,,Doprava,,,,,,,Analýza,Plán činností,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,dopravn_przkum_ve_td.pdf, ,,2019-12-17 16:08:58,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/d85bf47f-c55b-4afd-9f21-26516be43ac6
119,Doprava,Dopravní stavby v našem okolí,Ivona Smrčková ,Dopravní stavby v našem okolí,Žák se seznámí se zdroji informací o dopravních stavbách.,Žák se naučí vyhledat v textu požadované údaje.,Žák zhodnotí přínosy a negativní dopady dopravních staveb a zformuluje na ně vlastní názor.,Žáci vyhledají a vypíší informace o vybrané dopravnístavbě v jejich okolí.,,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,,,ekologie,,,,,,,zeměpis,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,dopravn_stavby_v_naem_okol.pdf,dopravn_stavby_v_naem_okol__ploha_.pdf,,2019-12-17 16:39:46,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/8daca24a-3b21-4fe7-ba86-ea9a2439a3f2
120,Doprava,Emise škodlivin z dopravy ,Ivona Smrčková ,Emise škodlivin z dopravy ,"Žák zjistí, jaké druhy emisí a imisí pochází z dopravy, seznámí se s emisními limity pro vozidla a imisními limity pro škodlivé látky. V dostupných zdrojích vyhledá aktuální výskyt škodlivin v ovzduší.","Žák si uvědomí svůj podíl na vzniku těchto imisí a zdravotní rizika, která imise vyvolávají.","Žák se zamyslí nad způsobem, jak vznik těchto látek omezit. ","Žáci vypočítají emise, které vznikají při jejich cestách do školy. Navrhnou jak by mohli emise snížit. Žáci prezentují vybrané informace o imisích ostatním a popíší jejich zdravotní rizika.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,,,,ekologie,,,,,,,,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,emise_kodlivin_z_dopravy.pdf, ,,2019-12-17 16:47:52,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/c5cd8461-1ffc-47ef-8531-7bc81f814b91
121,Doprava,Hluk a protihluková opatření ,Ivona Smrčková ,Hluk a protihluková opatření ,"Žák porozumí fyzikální veličině zvuk, naučí se pracovat s jejími jednotkami a dokáže měřit hluk.","Žák rozpozná faktory, které hluk pocházející z dopravy ovlivňují, je schopen navrhnout možná protihluková opatření a zjednodušeně vysvětlit principy právní ochrany občanů před hlukem.",,"Žáci zpracují výsledky dopravního průzkumu do pracovního listu s použitím volně dostupného počítačového programu. Posoudí hlučnost na sledovanémmístě a navrhnou protihluková opatření, která zakreslí do mapy.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,matematika,,,,ekologie,,,,,,fyzika,,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,hluk_a_protihlukova_opatreni.pdf, ,,2019-12-17 16:58:03,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/7bc62dc3-5ffa-4ae6-8060-aad17d96ad2f
122,Doprava,Plánování akce na Den bez aut ,Ivona Smrčková ,Plánování akce na Den bez aut ,Plánování akce na Den bez aut ,Žák si vyzkouší zorganizovat veřejnou akci včetně její propagace a závěrečného hodnocení.,,"Žáci si ujasní výhody a nevýhody používání hromadné a osobní automobilové dopravy. Seznámí se s celosvětovou iniciativou Den bez aut. Vyzkouší si přesvědčit okolí (spolužáky, zaměstnance školy, rodiče), využít jiný způsob dopravy do školy/práce než dojíždění autem.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,,,ekologie,,chemie,prvouka,vlastivěda,,fyzika,zeměpis,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,Informování a spolupráce,,projekt,Uvnitř,Venku,6 a více,3,plnovn_akce_bez_aut.pdf, ,,2019-12-17 17:09:29,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/8ac8cf1a-f55e-42db-95db-b5032b8299cf
123,Doprava,Ropa jako zdroj fosilní energie ,Ivona Smrčková ,Ropa jako zdroj fosilní energie ,"Žák si uvědomí, jakými procesy vznikala ropa.Seznámí se s její těžbou a zpracováním a hlavními vývozci a dovozci.",Žák chápe rozdíl mezi fosilními a jinými palivy.,"Žák si uvědomí vliv těžby, zpracování a přepravy ropy na životní prostředí.","Žáci vysvětlí pojem fosilní palivo. Popíší těžbu a zpracování ropy. Na mapě najdou a označí státy, které jsou největšími producenty ropy, největšími spotřebiteli ropy, odkud dovážíme ropu.",,,Druhý stupeň ZŠ,SŠ,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,přírodopis,,ekologie,,chemie,,,,,zeměpis,,,,,Doprava,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,ropa_jako_zdroj.pdf, ,,2019-12-17 17:18:18,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/6d350341-135a-415d-a237-ceeae89d2d12
124,Doprava,Uhlíková stopa dopravy ,Ivona Smrčková ,Uhlíková stopa dopravy ,Žák pochopí působení skleníkových plynů z dopravy na klima Země.,"Žák si uvědomí svůj podíl na změně klimatu Země, který závisí na volbě způsobu dopravy.","Žák zhodnotí jednotlivé způsoby dopravy z hlediska emisí skleníkových plynů a navrhne způsoby,jak emise kompenzovat.",Žáci spočítají svou uhlíkovou stopu z dopravy. Navrhnoujak tuto stopu zmenšit.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,8. třída ZŠ,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,,chemie,,,,,,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,uhlikova_stopa_dopravy.pdf, ,,2019-12-17 17:23:41,public,,,185.93.60.34,1,1,https://petra2018.wufoo.com/cabinet/b863702e-39a0-4d7c-b409-5869617bdf39
125,Doprava,Dopravní průzkum ve vaší obci,Andrea Tláskalová,Dopravní průzkum ve vaší obci,"Žáci se zamyslí nad tím, jak jsou spokojeni s dopravní situací v obci.",Žáci naplánují a provedou dopravní průzkum.,,"Žáci se zamyslete se nad tím, jak jsou spokojeni s dopravní situací v obci. Navrhnou a provedou dopravní průzkum, u kterého navrhnou sledované ukazatele. S výsledky seznámí veřejnost.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,matematika,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,fyzika,zeměpis,,,,,Doprava,,,,,,,Analýza,,,EVVO ve výuce,,,projekt,,Venku,2,3,dopravn_przkum_ve_va_obci.pdf, ,,2020-01-05 12:12:52,public,,,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/d210375d-5b16-4e63-bff2-352046c8aecc
126,Doprava,Dopravní infrastruktura ,Andrea Tláskalová,Dopravní infrastruktura - stavby,Žák se seznámí se zdroji informací o dopravních stavbách.,Žák se naučí vyhledat v textu požadované údaje a rozlišuje podstatné od nepodstatných.,Žák zhodnotí přínosy a negativní dopady dopravních staveb a zformuluje na ně vlastní názor.,"Žáci se seznámí s významnými dopravními stavbami v obci. Dozvědí se, kde vyhledávat potřebné informaceo existujících i připravovaných stavbách. Ve skupinách zhodnotí přínosy a dopady jednotlivých staveb. V doplňující aktivitě si mohou žáci vyzkoušet diskuzi mezi různými zájmovými skupinami obyvatel, která může vzniku nové stavby předcházet.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,čeština,,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,,zeměpis,,,,,Doprava,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,dopravni_infrastruktura__asfaltovn.pdf, ,,2020-01-05 12:37:22,public,2020-01-06 20:55:48,petra2018,78.80.24.109,1,1,https://petra2018.wufoo.com/cabinet/897bc2e8-514d-4d1d-8d48-b07ef417f09d
